,Date,Survey.Time,Region,SiteName,Basin,Water.Temperature..F.,DepthBin,Transect..,HabitatType,Pycno.notes..disease.presence..behavior..etc..,Pycnopodia_count
1761,10/20/2023,4,Puget Sound,Langley Tire Reef,Whidbey,53,Intermediate,2,Soft Bottom,,0
1762,10/20/2023,31,Puget Sound,Langley Tire Reef,Whidbey,53,Intermediate,3,Artificial Reef,,3
1763,10/31/2023,20,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,,0
1764,10/31/2023,14,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Soft Bottom,,2
1765,10/31/2023,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Artificial Reef,,0
1766,10/31/2023,15,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,,0
1767,10/31/2023,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Soft Bottom,,4
1768,10/31/2023,26,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Artificial Reef,,0
1769,11/7/2023,5.5,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,,0
1770,11/7/2023,9.6,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Soft Bottom,,3
1771,11/7/2023,10.4,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Artificial Reef,,1
1772,11/15/2023,10,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,,1
1773,11/15/2023,11,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Soft Bottom,,1
1774,11/15/2023,22,Puget Sound,Langley Tire Reef,Whidbey,51,Deep,3,Soft Bottom,,3
1775,11/15/2023,12,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,4,Artificial Reef,,0
1776,11/15/2023,6,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,5,Artificial Reef,,1
1777,11/22/2023,23,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,,0
1778,11/22/2023,9,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Soft Bottom,,0
1779,11/22/2023,24,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Artificial Reef,,2
1780,11/22/2023,5,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,4,Artificial Reef,,0
1781,12/28/2023,5,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,1,Soft Bottom,,1
1782,12/28/2023,15,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,2,Soft Bottom,,0
1783,12/28/2023,5,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,0
1784,12/28/2023,28,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,4,Artificial Reef,,1
1785,12/28/2023,6,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,5,Artificial Reef,,0
1786,12/28/2023,4,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,6,Eelgrass,,0
1787,12/28/2023,6,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,1,Soft Bottom,,3
1788,12/28/2023,13,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,,0
1789,12/28/2023,35,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Artificial Reef,,0
1790,12/28/2023,6,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,4,Artificial Reef,,0
1791,1/4/2024,17,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,,0
1792,1/4/2024,40,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,,5
1793,1/4/2024,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,3
1794,1/4/2024,4,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,4,Artificial Reef,,0
1795,1/23/2024,8,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,1,Soft Bottom,,1
1796,1/23/2024,14,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,2,Soft Bottom,,3
1797,1/23/2024,13,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Artificial Reef,,0
1798,1/28/2024,10,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,1,Artificial Reef,,0
1799,1/28/2024,35,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,2,Artificial Reef,,2
1800,1/30/2024,36,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,1,Artificial Reef,,0
1801,1/30/2024,12,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,2,Artificial Reef,,0
1802,3/10/2024,7,Puget Sound,Langley Tire Reef,Whidbey,47,Shallow,1,Artificial Reef,,0
1803,3/10/2024,36,Puget Sound,Langley Tire Reef,Whidbey,47,Intermediate,2,Artificial Reef,,1
1804,3/13/2024,30,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,1,Artificial Reef,,2
1805,3/13/2024,5,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,2,Artificial Reef,,0
1806,3/21/2024,14,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1807,3/21/2024,37,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,3
1808,3/21/2024,7,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,3,Artificial Reef,,0
1809,4/3/2024,15,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1810,4/3/2024,31,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,5
1811,4/3/2024,14,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,11
1812,4/3/2024,7,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,4,Soft Bottom,,0
1813,4/19/2024,38,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,9
1814,4/21/2024,8,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,1
1815,4/21/2024,40,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,7
1816,4/21/2024,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,11
1817,5/10/2024,11,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1818,5/10/2024,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,,18
1819,5/10/2024,13,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,,3
1820,5/10/2024,6,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,4,Soft Bottom,,3
1821,6/5/2024,10,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,1,Soft Bottom,,4
1822,6/5/2024,20,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,,7
1823,6/5/2024,9,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,6
1824,6/5/2024,20,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,4,Artificial Reef,1,6
1825,6/14/2024,15,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,,0
1826,6/14/2024,37,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,1 sick,13
1827,6/18/2024,14,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,,0
1828,6/18/2024,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,2 Sick,16
1829,6/18/2024,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,7
1830,7/12/2024,23,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,,2
1831,7/17/2024,38,Puget Sound,Langley Tire Reef,Whidbey,59,Shallow,1,Artificial Reef,,0
1832,7/17/2024,6,Puget Sound,Langley Tire Reef,Whidbey,55,Intermediate,2,Soft Bottom,,0
1833,7/17/2024,10,Puget Sound,Langley Tire Reef,Whidbey,59,Shallow,3,Eelgrass,,0
1834,7/26/2024,18,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Soft Bottom,,11
1835,7/26/2024,4,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Artificial Reef,,6
1836,7/26/2024,9,Puget Sound,Langley Tire Reef,Whidbey,51,Deep,4,Soft Bottom,,3
1837,7/26/2024,12,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,5,Soft Bottom,,3
1838,8/7/2024,21,Puget Sound,Langley Tire Reef,Whidbey,57,Shallow,1,Artificial Reef,,1
1839,8/7/2024,17,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,,8
1840,8/7/2024,14,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Artificial Reef,,15
1841,8/7/2024,4,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,4,Artificial Reef,,0
1842,8/14/2024,39,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,,17
1843,9/4/2024,36,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,,9
1844,9/4/2024,10,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,,2
1845,12/30/2024,20,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1846,12/30/2024,30,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,0
1847,1/26/2025,33,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,2 appeared to be sick,6
1848,29-Jan,32,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,2
1849,1/29/2025,5,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,0
1850,2/24/2025,14,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,1,Soft Bottom,,6
1851,2/24/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,2,Soft Bottom,,5
1852,2/24/2025,6,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,4
1853,2/24/2025,20,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,4,Artificial Reef,,2
1854,2/24/2025,9,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,5,Artificial Reef,,0
1855,3/4/2025,27,Puget Sound,Langley Tire Reef,Whidbey,47,Shallow,1,Artificial Reef,,0
1856,3/4/2025,23,Puget Sound,Langley Tire Reef,Whidbey,47,Intermediate,2,Artificial Reef,,8
1857,3/4/2025,8,Puget Sound,Langley Tire Reef,Whidbey,47,Intermediate,3,Soft Bottom,,5
1858,3/14/2025,28,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,1,Artificial Reef,,1
1859,3/14/2025,40,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,2,Artificial Reef,,23
1860,3/14/2025,3,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,3,Soft Bottom,,1
1861,3/14/2025,6,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,4,Soft Bottom,,1
1862,3/21/2025,6,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,1,Soft Bottom,,5
1863,3/21/2025,9,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,2,Soft Bottom,,11
1864,3/21/2025,13,Puget Sound,Langley Tire Reef,Whidbey,46,Deep,3,Soft Bottom,,14
1865,3/21/2025,18,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,4,Artificial Reef,,4
1866,3/24/2025,20,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,1,Artificial Reef,,1
1867,3/24/2025,33,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,2,Artificial Reef,At least one show signs of sickness. There were evidence of other spieces wasting. ,19
1868,3/24/2025,10,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,3,Soft Bottom,,11
1869,3/24/2025,3,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,4,Soft Bottom,,1
1870,3/24/2025,5,Puget Sound,Langley Tire Reef,Whidbey,46,Shallow,5,Eelgrass,,0
1871,3/30/2025,30,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1872,3/30/2025,27,Puget Sound,Langley Tire Reef,Whidbey,46,Intermediate,2,Artificial Reef,,13
1873,4/11/2025,22,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,2
1874,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,34
1875,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,20
1876,4/11/2025,8,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,4,Soft Bottom,,1
1877,5/20/2025,20,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,,1
1878,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,,15
1879,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,30
1880,5/20/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,4,Artificial Reef,,1
1881,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,At least on Sick Star,16
1882,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,At least on Sick Star,11
1883,5/27/2025,11,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,4,Soft Bottom,,2
1884,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,At least 2 sick stars,15
1885,5/30/2025,6,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,,2
1886,5/31/2025,22,Puget Sound,Langley Tire Reef,Whidbey,53,Shallow,1,Artificial Reef,,1
1887,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,13
1888,5/31/2025,19,Puget Sound,Langley Tire Reef,Whidbey,53,Shallow,1,Artificial Reef,,1
1889,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,,8
1890,6/18/2025,23,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,,0
1891,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,,28
1892,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,9
1893,11/16/2025,14,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,,0
1894,11/16/2025,28,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,,0
1895,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,,0
1896,12/9/2025,12,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,1,Soft Bottom,,0
1897,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,,2
1898,12/9/2025,9,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,6
1899,12/17/2025,5,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1900,12/17/2025,34,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,,0
1901,12/30/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,,0
1902,12/30/2025,39,Puget Sound,Langley Tire Reef,Whidbey,5,Intermediate,2,Artificial Reef,,0
1903,12/30/2025,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,,4
1904,8/3/2022,5,Puget Sound,Larry's Lair,San Juan,54,Intermediate,1,Natural Reef,,0
1905,8/3/2022,14,Puget Sound,Larry's Lair,San Juan,54,Deep,2,Natural Reef,,0
1906,8/3/2022,10.5,Puget Sound,Larry's Lair,San Juan,54,Intermediate,3,Natural Reef,,0
1907,8/3/2022,3,Puget Sound,Larry's Lair,San Juan,54,Shallow,4,Natural Reef,,0
1908,8/3/2022,12,Puget Sound,Larry's Lair,San Juan,54,Shallow,1,Natural Reef,,0
1909,8/3/2022,9,Puget Sound,Larry's Lair,San Juan,54,Intermediate,2,Natural Reef,,0
1910,8/3/2022,5,Puget Sound,Larry's Lair,San Juan,54,Intermediate,3,Natural Reef,,0
1911,8/3/2022,5,Puget Sound,Larry's Lair,San Juan,54,Deep,4,Natural Reef,,0
1912,8/3/2022,4,Puget Sound,Larry's Lair,San Juan,54,Shallow,1,Natural Reef,,0
1913,8/3/2022,4,Puget Sound,Larry's Lair,San Juan,51,Shallow,1,Natural Reef,,0
1914,8/3/2022,15,Puget Sound,Larry's Lair,San Juan,51,Deep,2,Natural Reef,,0
1915,8/3/2022,7,Puget Sound,Larry's Lair,San Juan,51,Intermediate,3,Natural Reef,,0
1916,8/3/2022,3,Puget Sound,Larry's Lair,San Juan,51,Shallow,4,Natural Reef,,0
1917,8/7/2023,12,Puget Sound,Larry's Lair,San Juan,51,Deep,1,Natural Reef,,0
1918,8/7/2023,10,Puget Sound,Larry's Lair,San Juan,51,Intermediate,2,Natural Reef,,0
1919,8/7/2023,3,Puget Sound,Larry's Lair,San Juan,51,Intermediate,3,Natural Reef,,0
1920,8/7/2023,11,Puget Sound,Larry's Lair,San Juan,51,Shallow,4,Eelgrass,,0
1921,8/7/2023,10,Puget Sound,Larry's Lair,San Juan,51,Deep,1,Natural Reef,,0
1922,8/7/2023,10,Puget Sound,Larry's Lair,San Juan,51,Intermediate,2,Natural Reef,,0
1923,8/7/2023,15,Puget Sound,Larry's Lair,San Juan,51,Shallow,3,Eelgrass,,0
1924,8/7/2023,13,Puget Sound,Larry's Lair,San Juan,51,Deep,1,Natural Reef,,0
1925,8/7/2023,11,Puget Sound,Larry's Lair,San Juan,51,Intermediate,2,Natural Reef,,0
1926,8/7/2023,4,Puget Sound,Larry's Lair,San Juan,51,Intermediate,3,Soft Bottom,,0
1927,8/7/2023,11,Puget Sound,Larry's Lair,San Juan,51,Shallow,4,Eelgrass,,0
1928,5/1/2024,11,Puget Sound,Larry's Lair,San Juan,48,Deep,1,Natural Reef,,0
1929,5/1/2024,8,Puget Sound,Larry's Lair,San Juan,48,Intermediate,2,Natural Reef,,0
1930,5/1/2024,2.5,Puget Sound,Larry's Lair,San Juan,48,Intermediate,3,Natural Reef,,0
1931,5/1/2024,2,Puget Sound,Larry's Lair,San Juan,48,Shallow,4,Natural Reef,,0
1932,5/1/2024,4,Puget Sound,Larry's Lair,San Juan,48,Shallow,5,Eelgrass,,0
1933,5/1/2024,10,Puget Sound,Larry's Lair,San Juan,47,Deep,1,Natural Reef,,0
1934,5/1/2024,8,Puget Sound,Larry's Lair,San Juan,47,Intermediate,2,Natural Reef,,0
1935,5/1/2024,5,Puget Sound,Larry's Lair,San Juan,47,Intermediate,3,Natural Reef,,0
1936,5/1/2024,10,Puget Sound,Larry's Lair,San Juan,47,Deep,1,Natural Reef,,0
1937,5/1/2024,9,Puget Sound,Larry's Lair,San Juan,47,Intermediate,2,Natural Reef,,0
1938,5/1/2024,5,Puget Sound,Larry's Lair,San Juan,47,Intermediate,3,Natural Reef,,0
1939,5/1/2024,4,Puget Sound,Larry's Lair,San Juan,47,Shallow,4,Eelgrass,,0
1940,8/21/2024,7.5,Puget Sound,Larry's Lair,San Juan,52,Shallow,1,Natural Reef,,0
1941,8/21/2024,4,Puget Sound,Larry's Lair,San Juan,52,Shallow,2,Natural Reef,,0
1942,8/21/2024,3,Puget Sound,Larry's Lair,San Juan,52,Shallow,3,Eelgrass,,0
1943,8/21/2024,2,Puget Sound,Larry's Lair,San Juan,52,Shallow,1,Eelgrass,,0
1944,8/21/2024,23,Puget Sound,Larry's Lair,San Juan,52,Shallow,2,Natural Reef,,0
1945,8/21/2024,3,Puget Sound,Larry's Lair,San Juan,52,Shallow,4,Eelgrass,,0
1946,8/21/2024,10,Puget Sound,Larry's Lair,San Juan,51,Shallow,1,Eelgrass,,0
1947,8/21/2024,10,Puget Sound,Larry's Lair,San Juan,51,Shallow,2,Natural Reef,,0
1948,8/21/2024,4,Puget Sound,Larry's Lair,San Juan,51,Shallow,1,Eelgrass,,0
1949,8/21/2024,19,Puget Sound,Larry's Lair,San Juan,51,Intermediate,2,Natural Reef,,0
1950,5/6/2025,4,Puget Sound,Larry's Lair,San Juan,48,Deep,1,Natural Reef,,0
1951,5/6/2025,8,Puget Sound,Larry's Lair,San Juan,48,Intermediate,2,Natural Reef,,0
1952,5/6/2025,8,Puget Sound,Larry's Lair,San Juan,48,Intermediate,3,Natural Reef,,0
1953,5/6/2025,7,Puget Sound,Larry's Lair,San Juan,48,Shallow,4,Natural Reef,,0
1954,5/6/2025,7,Puget Sound,Larry's Lair,San Juan,48,Shallow,5,Natural Reef,,0
1955,5/6/2025,11,Puget Sound,Larry's Lair,San Juan,48,Deep,1,Natural Reef,,0
1956,5/6/2025,7,Puget Sound,Larry's Lair,San Juan,48,Deep,2,Natural Reef,,0
1957,5/6/2025,7,Puget Sound,Larry's Lair,San Juan,48,Intermediate,3,Natural Reef,,0
1958,5/6/2025,3,Puget Sound,Larry's Lair,San Juan,48,Shallow,4,Natural Reef,,0
1959,8/5/2025,17,Puget Sound,Larry's Lair,San Juan,52,Intermediate,1,Natural Reef,,0
1960,8/5/2025,12,Puget Sound,Larry's Lair,San Juan,52,Shallow,2,Natural Reef,,0
1961,8/5/2025,17,Puget Sound,Larry's Lair,San Juan,52,Intermediate,1,Natural Reef,,0
1962,8/5/2025,11,Puget Sound,Larry's Lair,San Juan,52,Shallow,2,Natural Reef,,0
1963,8/5/2025,18,Puget Sound,Larry's Lair,San Juan,52,Intermediate,1,Natural Reef,,0
1964,8/5/2025,11,Puget Sound,Larry's Lair,San Juan,52,Intermediate,2,Natural Reef,,0
1965,7/25/2023,19,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,54,Deep,1,Natural Reef,None present,0
1966,7/25/2023,14,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,54,Intermediate,2,Natural Reef,None present,0
1967,7/25/2023,5,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,54,Intermediate,3,Natural Reef,None present,0
1968,7/25/2023,19,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,54,Deep,1,Natural Reef,None present,0
1969,7/25/2023,14,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,54,Intermediate,2,Natural Reef,None present,0
1970,7/25/2023,5,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,54,Intermediate,3,Natural Reef,None present,0
1971,8/23/2024,9,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Deep,1,Natural Reef,,0
1972,8/23/2024,4,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Deep,2,Natural Reef,,0
1973,8/23/2024,3,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Intermediate,3,Natural Reef,,0
1974,8/23/2024,6,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Intermediate,4,Natural Reef,,0
1975,8/23/2024,7,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Deep,1,Natural Reef,,0
1976,8/23/2024,6,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Deep,2,Natural Reef,,0
1977,8/23/2024,7,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Intermediate,3,Natural Reef,,0
1978,8/23/2024,6,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,50,Intermediate,4,Natural Reef,,0
1979,8/23/2024,5,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,52,Deep,1,Natural Reef,,0
1980,8/23/2024,10,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,52,Intermediate,2,Natural Reef,,0
1981,8/23/2024,7,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,52,Intermediate,3,Natural Reef,,0
1982,8/23/2024,8,Puget Sound,Sucia Island - Lawson's Bluff,San Juan,52,Shallow,4,Natural Reef,,0
1983,7/12/2023,10,Puget Sound,Les Davis Marine Park,Central,52,Intermediate,1,Soft Bottom,None Present,0
1984,8/23/2023,10,Puget Sound,Les Davis Marine Park,Central,54,Intermediate,1,Soft Bottom,,0
1985,8/23/2023,10,Puget Sound,Les Davis Marine Park,Central,54,Intermediate,2,Soft Bottom,,0
1986,11/1/2023,10,Puget Sound,Les Davis Marine Park,Central,53,Intermediate,1,Soft Bottom,,0
1987,11/1/2023,10,Puget Sound,Les Davis Marine Park,Central,52,Intermediate,2,Soft Bottom,,0
1988,2/18/2024,13,Puget Sound,Les Davis Marine Park,Central,49,Intermediate,1,Natural Reef,,0
1989,2/18/2024,15,Puget Sound,Les Davis Marine Park,Central,49,Intermediate,2,Natural Reef,,0
1990,2/18/2024,20,Puget Sound,Les Davis Marine Park,Central,49,Intermediate,3,Natural Reef,,0
1991,2/18/2024,13,Puget Sound,Les Davis Marine Park,Central,49,Intermediate,1,Soft Bottom,,0
1992,2/18/2024,15,Puget Sound,Les Davis Marine Park,Central,49,Intermediate,2,Natural Reef,,0
1993,2/18/2024,20,Puget Sound,Les Davis Marine Park,Central,49,Intermediate,3,Natural Reef,,0
1994,3/24/2024,14,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,1,Artificial Reef,,0
1995,3/24/2024,2,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,2,Soft Bottom,,0
1996,3/24/2024,9,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,3,Artificial Reef,,0
1997,3/24/2024,2,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,4,Artificial Reef,,0
1998,3/24/2024,6,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,5,Soft Bottom,,0
1999,3/24/2024,4,Puget Sound,Les Davis Marine Park,Central,48,Shallow,6,Soft Bottom,,0
2000,3/24/2024,3,Puget Sound,Les Davis Marine Park,Central,48,Shallow,7,Eelgrass,,0
2001,2/28/2024,10,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,1,Soft Bottom,,0
2002,2/28/2024,10,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,2,Soft Bottom,,0
2003,3/24/2024,29,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,1,Natural Reef,,0
2004,3/24/2024,9,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,2,Soft Bottom,,0
2005,3/24/2024,10,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,1,Natural Reef,,0
2006,3/24/2024,12,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,2,Natural Reef,,0
2007,3/24/2024,7,Puget Sound,Les Davis Marine Park,Central,48,Intermediate,3,Soft Bottom,,0
2008,4/10/2024,10,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,1,Soft Bottom,,0
2009,4/10/2024,10,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,2,Soft Bottom,,0
2010,6/19/2024,10,Puget Sound,Les Davis Marine Park,Central,51,Intermediate,1,Soft Bottom,,0
2011,2/1/2025,20,Puget Sound,Les Davis Marine Park,Central,47,Intermediate,1,Artificial Reef,,0
2012,2/1/2025,20,Puget Sound,Les Davis Marine Park,Central,47,Deep,2,Artificial Reef,,0
2013,2/1/2025,20,Puget Sound,Les Davis Marine Park,Central,47,Shallow,3,Soft Bottom,,0
