,Date,Survey.Time,Region,SiteName,Basin,Water.Temperature..F.,DepthBin,Transect..,HabitatType,Length(cm),Pycno.notes..disease.presence..behavior..etc..
2951,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,20,
2952,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,21,
2953,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,13,
2954,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,28,
2955,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,18,
2956,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
2957,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,23,
2958,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,31,
2959,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,14,
2960,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,20,
2961,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,18,
2962,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
2963,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,12,
2964,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
2965,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,9,
2966,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,15,
2967,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,30,
2968,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,32,
2969,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,15,
2970,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,17,
2971,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
2972,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,19,
2973,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,30,
2974,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,28,
2975,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,22,
2976,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
2977,4/11/2025,41,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
2978,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,26,
2979,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,27,
2980,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,32,
2981,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,37,
2982,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,15,
2983,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,27,
2984,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,26,
2985,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,21,
2986,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,10,
2987,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,15,
2988,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,20,
2989,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,21,
2990,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,25,
2991,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,23,
2992,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,20,
2993,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,23,
2994,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,35,
2995,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,21,
2996,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,19,
2997,4/11/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,24,
2998,4/11/2025,8,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,4,Soft Bottom,4,
2999,5/20/2025,20,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,25,
3000,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,24,
3001,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,25,
3002,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,25,
3003,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,20,
3004,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,13,
3005,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,15,
3006,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,24,
3007,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,10,
3008,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,12,
3009,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,13,
3010,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,24,
3011,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,14,
3012,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,25,
3013,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,5,
3014,5/20/2025,17,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,26,
3015,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,22,
3016,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3017,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,21,
3018,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,29,
3019,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,33,
3020,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,20,
3021,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,21,
3022,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,17,
3023,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,37,
3024,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,18,
3025,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,20,
3026,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,24,
3027,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,14,
3028,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,21,
3029,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,22,
3030,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,26,
3031,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,18,
3032,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,4,
3033,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,10,
3034,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,16,
3035,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,9,
3036,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,14,
3037,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,24,
3038,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3039,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,20,
3040,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,22,
3041,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,15,
3042,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3043,5/20/2025,18,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,17,
3044,5/20/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,4,Artificial Reef,26,
3045,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,7,At least on Sick Star
3046,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,17,At least on Sick Star
3047,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,26,At least on Sick Star
3048,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,21,At least on Sick Star
3049,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,21,At least on Sick Star
3050,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,4,At least on Sick Star
3051,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,24,At least on Sick Star
3052,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,25,At least on Sick Star
3053,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,30,At least on Sick Star
3054,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,25,At least on Sick Star
3055,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,10,At least on Sick Star
3056,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,14,At least on Sick Star
3057,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,24,At least on Sick Star
3058,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,15,At least on Sick Star
3059,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,20,At least on Sick Star
3060,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,24,At least on Sick Star
3061,5/27/2025,23,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Soft Bottom,0,At least on Sick Star
3062,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,6,At least on Sick Star
3063,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,23,At least on Sick Star
3064,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,20,At least on Sick Star
3065,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,21,At least on Sick Star
3066,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,17,At least on Sick Star
3067,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,20,At least on Sick Star
3068,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,25,At least on Sick Star
3069,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,14,At least on Sick Star
3070,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,15,At least on Sick Star
3071,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,6,At least on Sick Star
3072,5/27/2025,16,Puget Sound,Langley Tire Reef,Whidbey,48,Deep,3,Soft Bottom,20,At least on Sick Star
3073,5/27/2025,11,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,4,Soft Bottom,31,
3074,5/27/2025,11,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,4,Soft Bottom,21,
3075,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,23,At least 2 sick stars
3076,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,20,At least 2 sick stars
3077,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,34,At least 2 sick stars
3078,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,27,At least 2 sick stars
3079,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,26,At least 2 sick stars
3080,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,30,At least 2 sick stars
3081,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,15,At least 2 sick stars
3082,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,30,At least 2 sick stars
3083,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,16,At least 2 sick stars
3084,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,10,At least 2 sick stars
3085,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,At least 2 sick stars
3086,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,20,At least 2 sick stars
3087,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,18,At least 2 sick stars
3088,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,31,At least 2 sick stars
3089,5/30/2025,21,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,32,At least 2 sick stars
3090,5/30/2025,6,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,23,
3091,5/30/2025,6,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,3,Soft Bottom,15,
3092,5/31/2025,22,Puget Sound,Langley Tire Reef,Whidbey,53,Shallow,1,Artificial Reef,20,
3093,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,16,
3094,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,22,
3095,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,27,
3096,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,26,
3097,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,39,
3098,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,26,
3099,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,19,
3100,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
3101,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,35,
3102,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,10,
3103,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,7,
3104,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,20,
3105,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,18,
3106,5/31/2025,19,Puget Sound,Langley Tire Reef,Whidbey,53,Shallow,1,Artificial Reef,20,
3107,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,19,
3108,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,25,
3109,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,39,
3110,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,24,
3111,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,18,
3112,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,17,
3113,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,23,
3114,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,18,
3115,5/31/2025,29,Puget Sound,Langley Tire Reef,Whidbey,48,Intermediate,2,Artificial Reef,35,
3116,6/18/2025,23,Puget Sound,Langley Tire Reef,Whidbey,50,Shallow,1,Artificial Reef,0,
3117,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,25,
3118,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,17,
3119,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,8,
3120,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,35,
3121,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,37,
3122,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,24,
3123,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,8,
3124,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,17,
3125,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,30,
3126,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,17,
3127,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,25,
3128,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,15,
3129,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,16,
3130,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,12,
3131,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,16,
3132,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,15,
3133,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,24,
3134,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,20,
3135,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,18,
3136,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,17,
3137,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,28,
3138,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,23,
3139,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,15,
3140,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,24,
3141,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,30,
3142,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,12,
3143,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,15,
3144,6/18/2025,36,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,2,Artificial Reef,17,
3145,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,21,
3146,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3147,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,17,
3148,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,7,
3149,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,15,
3150,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,12,
3151,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,12,
3152,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,19,
3153,6/18/2025,7,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,20,
3154,11/16/2025,14,Puget Sound,Langley Tire Reef,Whidbey,51,Shallow,1,Artificial Reef,0,
3155,11/16/2025,28,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,0,
3156,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,25,
3157,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,15,
3158,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,14,
3159,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,15,
3160,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,12,
3161,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,21,
3162,11/16/2025,30,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,3,Soft Bottom,21,
3163,12/9/2025,12,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,1,Soft Bottom,14,
3164,12/9/2025,12,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,1,Soft Bottom,8,
3165,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,12,
3166,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,9,
3167,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,10,
3168,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,12,
3169,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,12,
3170,12/9/2025,29,Puget Sound,Langley Tire Reef,Whidbey,50,Deep,2,Soft Bottom,16,
3171,12/9/2025,9,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,19,
3172,12/9/2025,9,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3173,12/9/2025,9,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3174,12/17/2025,5,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,0,
3175,12/17/2025,34,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,20,
3176,12/17/2025,34,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,20,
3177,12/17/2025,34,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,8,
3178,12/17/2025,34,Puget Sound,Langley Tire Reef,Whidbey,51,Intermediate,2,Artificial Reef,22,
3179,12/30/2025,12,Puget Sound,Langley Tire Reef,Whidbey,48,Shallow,1,Artificial Reef,0,
3180,12/30/2025,39,Puget Sound,Langley Tire Reef,Whidbey,5,Intermediate,2,Artificial Reef,12,
3181,12/30/2025,39,Puget Sound,Langley Tire Reef,Whidbey,5,Intermediate,2,Artificial Reef,7,
3182,12/30/2025,39,Puget Sound,Langley Tire Reef,Whidbey,5,Intermediate,2,Artificial Reef,15,
3183,12/30/2025,39,Puget Sound,Langley Tire Reef,Whidbey,5,Intermediate,2,Artificial Reef,14,
3184,12/30/2025,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,24,
3185,12/30/2025,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,25,
3186,12/30/2025,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,31,
3187,12/30/2025,15,Puget Sound,Langley Tire Reef,Whidbey,50,Intermediate,3,Soft Bottom,16,
3188,8/3/2022,5,Puget Sound,Larry's Lair,San Juan,54,Intermediate,1,Natural Reef,0,
3189,8/3/2022,14,Puget Sound,Larry's Lair,San Juan,54,Deep,2,Natural Reef,0,
3190,8/3/2022,10.5,Puget Sound,Larry's Lair,San Juan,54,Intermediate,3,Natural Reef,0,
3191,8/3/2022,3,Puget Sound,Larry's Lair,San Juan,54,Shallow,4,Natural Reef,0,
3192,8/3/2022,12,Puget Sound,Larry's Lair,San Juan,54,Shallow,1,Natural Reef,0,
3193,8/3/2022,9,Puget Sound,Larry's Lair,San Juan,54,Intermediate,2,Natural Reef,0,
